"Duration..in.seconds.","RecordedDate","ResponseId","dscore","Age","Gender","NaturalSc_Binary","IAT_taken","Bird_knowledge","Social_media","Bird_plumage","dscore2"
"608","2024-12-04 16:21:00","R_5HRGbZropOr4aBe",0.87,"2","2",0,"1","1","0","0",0.867207563
"408","2024-12-04 16:32:00","R_5ziIHwkGsLv6GLk",0.84,"2","2",0,"1","0","0","1",0.842582874
"344","2024-12-04 16:52:00","R_1HLlMHhjbAj3YVt",0.64,"2","2",0,"1","2","0","0",0.639638805
"427","2024-12-04 16:55:00","R_5zqfSNgaWI8JHgV",0.58,"2","2",0,"1","0","0","0",0.580792594
"410","2024-12-04 17:17:00","R_8J42Z9n0WSOtHn2",1.06,"2","2",0,"2","1","0","0",1.061311361
"427","2024-12-04 17:24:00","R_3VmgApcHR9cgCt4",1.23,"2","1",0,"1","1","0","0",1.227261202
"364","2024-12-04 18:04:00","R_6WuLyMVTkqzRwnr",1.12,"2","2",0,"2","0","0","1",1.119631388
"417","2024-12-04 18:08:00","R_3IjhsylTGg2BpK2",1.35,"2","2",0,"1","1","0","0",1.348047133
"442","2024-12-04 18:19:00","R_7e3Ws7nXtlNj3FO",0.73,"2","2",0,"1","1","0","0",0.729428381
"443","2024-12-04 18:35:00","R_76eWFFUaRNoMePi",0.83,"2","1",0,"1","2","1","0",0.832512576
"418","2024-12-04 18:44:00","R_6ZD0TPWGG9X6uLP",0.08,"2","2",0,"1","1","0","1",0.077729662
"498","2024-12-04 18:46:00","R_54w2VLdtm3EQz7v",0.87,"2","2",0,"1","0","0","0",0.874053522
"704","2024-12-04 18:59:00","R_1GkieEV7V5L0NEd",0.8,"2","2",1,"7","1","0","0",0.796982716
"530","2024-12-04 19:05:00","R_138Qt7IwlE7pbRs",0.85,"2","1",0,"1","1","0","1",0.845155933
"417","2024-12-04 19:32:00","R_1P4wndnE1bOyxVU",0.16,"2","1",0,"1","1","0","1",0.157720243
"374","2024-12-04 20:25:00","R_3W7RAKcq4ejJQnD",0.6,"2","2",0,"1","1","1","0",0.597411752
"537","2024-12-04 20:50:00","R_3mmKrvNelmlqUVu",0.89,"2","1",0,"7","0","0","1",0.89359012
"596","2024-12-04 21:01:00","R_3E5EcELMB4BoKzN",0.25,"2","2",1,"2","2","1","0",0.246333665
"2253","2024-12-04 21:09:00","R_1nNnrvnMh8XZH2o",1.37,"2","1",0,"1","1","0","0",1.367050527
"428","2024-12-04 21:11:00","R_7NPvrwlz04g5Iq9",0.86,"2","2",NA,"1","2","1","1",0.857462805
"370","2024-12-04 21:13:00","R_1h1chLOHuUt1geB",0.76,"2","1",0,"1","2","0","0",0.759651872
"482","2024-12-04 21:14:00","R_396ev2wOIfvIGhR",0.68,"2","2",0,"1","1","0","1",0.680319345
"347","2024-12-04 21:21:00","R_3TYDksjH50eNSvv",0.81,"2","1",0,"1","1","0","1",0.807734176
"392","2024-12-04 21:40:00","R_57mlVHKQD36SHFy",1.06,"2","2",0,"1","1","0","0",1.062180776
"639","2024-12-04 21:54:00","R_7OSJZdqt9r29jxg",0.78,"2","2",0,"1","0","0","0",0.781197918
"410","2024-12-04 22:38:00","R_6FnYXQNChFkuYEM",-0.14,"2","1",0,"1","0","0","1",-0.139367442
"434","2024-12-05 18:36:00","R_1gLKftr0mBcasoj",1.03,"2","1",0,"2","4","1","0",1.027465635
"774","2024-12-08 19:31:00","R_8nNmVFl2rhBw9gP",0.97,"2","3",0,"1","1","0","1",0.967503341
"367","2024-12-08 19:38:00","R_6rP1CISNn3kfJ45",0.84,"2","1",0,"7","2","1","1",0.844123768
"538","2024-09-25 09:19:00","R_13MjDLgAAlAxUtj",1.31,"7","2",0,"7","1","1","0",1.306728304
"14285","2024-09-25 11:00:00","R_654OC4aTUcQOmmR",0.98,"3","2",0,"7","3","0","0",0.979747474
"403","2024-09-29 14:38:00","R_5DeJ5yDo40A4g6l",1.26,"3","2",0,"1","1","1","0",1.255425989
"495","2024-09-28 14:00:00","R_5Dr5ejZHpBj18kc",1.04,"2","1",0,"1","3","1","0",1.043092454
"395","2024-09-28 14:29:00","R_31ddHCXoz7Fc6z5",0.7,"2","2",0,"1","1","0","0",0.699783295
"450","2024-09-28 15:22:00","R_7apDqqiawM9sWkx",1.05,"2","2",0,"7","1","0","0",1.053278202
"443","2024-09-28 15:36:00","R_5P5NRKGmWAYhNeN",0.72,"2","2",0,"1","0","0","0",0.720042044
"524","2024-09-28 15:50:00","R_7IHtFgh0a0kcfiz",1.05,"3","1",0,"1","1","0","0",1.046140623
"511","2024-09-28 17:40:00","R_5rZmYLf9843bJEN",0.6,"2","3",0,"1","1","0","0",0.59939718
"315","2024-09-28 17:56:00","R_1KlJkgm7FkQBSRt",0.55,"2","2",0,"5","1","0","0",0.545641906
"418","2024-09-28 18:16:00","R_7rGOerFOO2qGewU",0.91,"2","2",0,"7","0","0","0",0.911690911
"738","2024-09-28 20:44:00","R_638NPtSjz0YlJ86",0.66,"2","2",0,"1","0","0","0",0.65955533
"477","2024-09-29 12:12:00","R_1Bsx9wjovYqeoMx",0.54,"2","3",0,"1","0","0","0",0.53632455
"352","2024-09-30 07:15:00","R_7KwPhAGfbIuulWY",0.84,"2","2",0,"1","1","0","1",0.844010995
"588","2024-10-01 09:30:00","R_7wp75m3CYK0S7wB",0.77,"2","2",0,"1","1","0","0",0.768641681
"340","2024-08-29 10:27:00","R_3f3CBLgXToPoL8S",0.56,"4","3",1,"1","0","0","0",0.562731073
"393","2024-08-29 10:28:00","R_5iPiAYjIy2QivI2",1.17,"3","2",1,"7","4","1","0",1.17132452
"494","2024-08-29 10:28:00","R_7lrClzchQV09S5P",0.97,"3","3",1,"1","2","0","0",0.969873175
"443","2024-08-29 10:32:00","R_1fl1wKCPuoQ4yar",1.26,"4","2",1,"3","4","1","0",1.256350457
"387","2024-08-29 10:35:00","R_1kTVAcdI1rEpvyG",1.07,"2","2",1,"1","1","1","0",1.065512165
"473","2024-08-29 10:38:00","R_7thWRkydZjiJnKb",0.98,"4","2",1,"1","1","1","0",0.976127591
"716","2024-08-29 10:41:00","R_3ZJGVBdwdIyUcTq",1.05,"6","2",1,"1","2","0","0",1.050743152
"393","2024-08-29 10:54:00","R_51kfLACfEWmmNEJ",0.88,"4","1",1,"2","2","0","0",0.884134999
"343","2024-08-29 11:05:00","R_6A1rJiMwKkkv47t",0.8,"3","1",1,"7","4","1","0",0.796306308
"1676","2024-08-29 11:29:00","R_5IQO66hl4eFPOTQ",1.05,"3","2",1,"1","1","0","0",1.050437259
"444","2024-08-29 11:41:00","R_7j1LwKVJADvsnSV",1.09,"3","2",1,"4","3","1","0",1.088890977
"515","2024-08-29 12:38:00","R_3Vszze0eedqf432",0.87,"7",NA,1,"1","2","0","0",0.867725203
"8545","2024-08-29 14:24:00","R_3JpdBGOAc2HSxhL",0.82,"3","2",1,"4","2","0","0",0.820335102
"367","2024-08-29 14:33:00","R_1LXv2GbYRTXeQBk",1.15,"3","2",1,"1","3","1","0",1.147596042
"371","2024-08-29 14:34:00","R_1Ho943lO1cGeXgx",0.94,"3","2",1,"1","2","1","0",0.93595699
"438","2024-08-29 15:11:00","R_6TNUR9nPi25TUNh",1.23,"5","2",1,"1","2","1","0",1.234927948
"738","2024-08-29 15:13:00","R_7hTsHVc1E4DydqC",0.9,"3","1",1,"1","2","1","0",0.900768327
"465","2024-08-29 16:42:00","R_52G1v1kXxeTDf5y",1.08,"4","2",1,"7","2","0","0",1.075413422
"528","2024-08-29 18:16:00","R_57g3DmqHSsJzDYR",1.42,"6","1",1,"1","4","1","0",1.419990447
"654","2024-08-30 06:07:00","R_5QEF6bfG7KBfG2Y",0.75,"4","2",1,"4","1","0","0",0.747175717
"404","2024-08-30 06:22:00","R_8JwQXmebALH0zjR",0.07,"2","1",1,"4","1","1","0",0.070553991
"365","2024-08-30 06:28:00","R_7lVVP5HZndi6P97",1.35,"3","1",1,"1","3","1","0",1.350107696
"506","2024-08-30 07:02:00","R_7fjazzhI1T1Em6i",0.39,"3","2",1,"4","2","0","0",0.390937706
"379","2024-08-30 07:54:00","R_73pyUf2cCbiPEzz",1.36,"2","2",1,"1","1","0","0",1.358069538
"488","2024-08-30 08:31:00","R_7pYYHxyzgT0Pw1v",1.18,"5","2",1,"7","2","0","0",1.182893217
"554","2024-08-30 08:40:00","R_3466yLbfC4P0UsV",0.42,"4","1",1,"1","2","0","0",0.417129703
"525","2024-08-30 08:49:00","R_7Nsll9AYmRRJfjS",0.48,"2","2",1,"1","1","0","0",0.478414838
"469","2024-08-30 09:02:00","R_1WRSxQ4YH5en2WR",0.84,"3","2",1,"1","3","1","0",0.837923792
"476","2024-08-30 09:05:00","R_3j8H1ZH5UqMr2Rr",0.72,"5","1",1,"4","2","0","0",0.720759481
"514","2024-08-30 09:14:00","R_1IY02E5Oi4DFpVU",0.91,"3","2",1,"1","1","0","0",0.914016512
"360","2024-08-30 09:59:00","R_3rIWI4s4s61WT6S",0.53,"3","2",1,"7","2","1","0",0.527133573
"764","2024-08-30 10:27:00","R_39KfRl9EnDv4W41",1.13,"5","1",1,"1","2","1","0",1.128181501
"391","2024-08-30 10:28:00","R_10jfi3S2nBvAMPK",0.9,"3","2",1,"1","0","0","1",0.895879952
"14630","2024-08-30 10:55:00","R_5ff3692oHNnTr34",1.24,"2","2",1,"2","3","0","0",1.241871898
"419","2024-08-30 11:04:00","R_6jfxlQrZC4g0T3p",0.39,"2","1",1,"1","2","1","0",0.386313768
"417","2024-08-30 11:32:00","R_1kInoxNifgehyl6",1.03,"3","2",1,"4","1","0","0",1.0292795
"638","2024-08-30 11:42:00","R_7G1tfHE65hjrHPj",1.42,"5","2",1,"2","3","1","0",1.417444192
"400","2024-08-30 12:49:00","R_50qMg6EaFSqQ6PZ",0.96,"4","1",1,"1","1","0","0",0.96459668
"528","2024-08-30 13:19:00","R_5Rf2jRRNmMGPV4G",1.15,"2","1",1,"7","2","1","0",1.154903261
"442","2024-08-30 14:21:00","R_1pJuvk9A62TzkUp",1.18,"3","2",1,"7","2","1","0",1.18104167
"691","2024-08-30 18:45:00","R_6EXwp0dFRkHwBcm",0.24,"3","2",1,"1","2","0","0",0.239184416
"528","2024-08-31 06:29:00","R_5QJRRxLso86QWvC",1.35,"2","2",1,"7","1","0","0",1.349072569
"633","2024-08-31 08:17:00","R_3LZgfyzdrACoof7",0.79,"5","2",1,"1","4","0","0",0.794947622
"422","2024-08-31 16:45:00","R_3TZxDDl5vWNFs6V",1.22,"3","2",1,"1","2","0","0",1.219092889
"686","2024-08-31 20:19:00","R_7NtBaCJOH9Cix6i",0.42,"2","3",1,"4","1","0","0",0.4198764
"597","2024-09-01 08:42:00","R_7zXSBQluOOi7XmF",1.23,"5","1",1,"1","2","1","0",1.228979259
"396","2024-09-02 10:35:00","R_7dW9Hwu5ERBRFM8",0.44,"3","2",1,"7","3","1","0",0.440033152
"390","2024-09-03 13:01:00","R_6U2XZG5tKMsh93O",0.95,"5","2",1,"3","1","0","0",0.945824861
"727","2024-09-04 10:29:00","R_6FXU2ENMMWcyk8A",0.38,"3","1",1,"1","4","1","0",0.377226777
"729","2024-09-04 12:46:00","R_7CvhUapczT0z8XL",0.88,"2","2",1,"7","4","1","0",0.875414697
"480","2024-09-04 21:00:00","R_3ClcZ0JMxWBJ2jx",0.86,"3","2",1,"1","2","1","0",0.857798952
"497","2024-09-05 06:14:00","R_5RQ8dzQR7vX40el",0.67,"3","2",1,"1","2","0","0",0.666336679
"399","2024-09-06 10:13:00","R_6M6adXn5oxvF6H0",0.59,"2","2",1,"1","0","0","1",0.59135458
"530","2024-09-11 07:53:00","R_7Vwt1SczTTsjFir",1.09,"3","2",1,"1","1","1","0",1.088051913
"413","2024-09-15 14:43:00","R_7s7HuOnCNDgUUDZ",1.13,"3","2",1,"1","1","0","0",1.132110524
"471","2024-09-17 16:51:00","R_7e9MW05QpJH7rC0",0.88,"3","2",1,"1","2","1","0",0.876325708
"339","2024-09-19 13:32:00","R_3LbeqYPHqBQyu1U",0.64,"3","2",1,"1","1","0","0",0.642829044
"446","2024-09-02 09:05:00","R_3sXgrCgsF1McXKS",0.81,"5","2",1,"4","1","0","0",0.809814837
"513","2024-09-02 09:05:00","R_7fefShZZRTmJmhr",1.32,"5","1",1,"7","2","1","0",1.323140259
"657","2024-09-02 09:12:00","R_7eUV5jWeIQ8Jo79",0.93,"4","3",1,"1","1","1","1",0.930734033
"687","2024-09-02 09:29:00","R_88SuCm59ZEr4I1i",1.05,"3","1",1,"1","3","1","0",1.050052244
"526","2024-09-02 10:54:00","R_1qVvbww3OTOPWci",1.02,"3","2",1,"1","1","0","0",1.024277949
"385","2024-09-02 10:59:00","R_5o7gs9znIegk21H",0.84,"2","1",1,"7","1","1","0",0.840706748
"336","2024-09-02 11:55:00","R_3DhGMapsDYEiWvG",0.95,"2","2",1,"2","1","1","0",0.946659544
"444","2024-09-02 17:14:00","R_36fZpRDvIFzgO1h",0.01,"4","2",1,"1","2","1","0",0.008365885
"326","2024-09-03 05:29:00","R_7lDG76yqSGFNIj9",1.22,"3","1",1,"2","2","1","0",1.221804483
"535","2024-09-03 06:27:00","R_3effCZg0Fipdrly",1.02,"3","2",1,"1","2","1","0",1.020988328
"386","2024-09-03 06:49:00","R_7hzlPrs7yTE9dkK",1,"2","2",1,"1","1","0","0",0.995140572
"506","2024-09-03 07:04:00","R_1y8A5mA9ysk5DsP",0.66,"3","2",1,"1","1","0","0",0.65579725
"1031","2024-09-03 07:56:00","R_1i59so0JLajKZZg",0.76,"4","2",1,"1","2","0","0",0.756715279
"811","2024-09-03 08:56:00","R_7xWxLFdE3ILJ4tU",0.5,"3","1",1,"1","1","0","0",0.501880743
"578","2024-09-04 09:24:00","R_5wskNZNlBqBCPFT",0.69,"4","1",1,"7","2","0","0",0.690647522
"520","2024-09-04 10:25:00","R_51dxhZ48xqLy3nj",0.77,"4","2",1,"1","2","1","0",0.767589802
"477","2024-09-04 11:39:00","R_1Xp22Va8Qc6RS6d",0.68,"2","2",1,"1","2","1","0",0.679423199
"472","2024-09-04 12:04:00","R_6tTWTxRfJZm9oVH",0.98,"3","1",1,"1","1","0","1",0.982894713
"337464","2024-09-06 14:53:00","R_3EH5sTJAY8F26gp",0.6,"2","2",1,"7","1","0","0",0.60156816
"518","2024-09-08 12:25:00","R_7LhYmN07c3l0KTx",1.25,"4","2",1,"1","3","1","0",1.25029397
"524717","2024-09-09 09:44:00","R_7hfj7VZtjAn5DHx",1.03,"4","2",1,"7","2","1","0",1.027617068
"637","2024-09-14 00:24:00","R_3wQtLzkr1XiZUoO",0.89,"4","2",1,"1","1","0","0",0.893797521
"487","2024-09-17 15:52:00","R_3MY8oPRIIpIpnup",0.76,"3","2",1,"1","0","0","0",0.756493568
"622","2024-08-29 09:01:00","R_7MR2yDEXU5iBw8W",-0.16,"3","1",NA,"1","1","0","1",-0.163516276
"480","2024-08-29 09:06:00","R_7IL3LXwv5MyATJx",0.82,"5","2",NA,"1","2","0","0",0.81537003
"407","2024-08-29 09:07:00","R_7Dw38IpTCSSoF6L",0.77,"4","2",NA,"7","1","1","0",0.770395857
"469","2024-08-29 09:39:00","R_5l05ksnksOFqpw7",0.95,"4","2",NA,"1","1","1","0",0.945135348
"523","2024-08-29 12:23:00","R_5Yoi3j3JYakLunt",0.71,"4","1",NA,"2","1","1","0",0.709517197
"550","2024-08-29 18:13:00","R_6M5tadaXciw6Q2d",0.9,"3","2",NA,"1","0","0","0",0.903490528
"451","2024-08-23 07:30:00","R_32XGIinUB9nC2Se",0.78,"3","2",0,"1","0","0","1",0.779742842
"443","2024-08-28 09:34:00","R_3CH5OZ5M6HpKs6Z",0.45,"3","2",0,"3","0","0","0",0.44766851
"468","2024-09-24 07:55:00","R_6tLsRMGcgaAKDES",0.92,"2","2",0,"1","1","0","0",0.918661594
"326","2024-09-24 08:01:00","R_6NeLpkXr7vVAkxu",0.03,"2","2",1,"2","0","0","0",0.031996126
"403","2024-09-24 08:07:00","R_3sBJTEeMpeaySM9",0.92,"3","3",0,"1","1","1","0",0.924240014
"388","2024-09-24 08:27:00","R_8hB8APNHAd11U60",0.59,"2","2",0,"4","0","0","0",0.594598878
"442","2024-09-24 10:05:00","R_1aWhcaXtb8PXaDX",0.98,"2","2",0,"1","0","0","0",0.980198379
"361","2024-09-24 10:12:00","R_5H8KeGZYqvxg34w",0.96,"2","2",1,"3","1","0","0",0.962824277
"601","2024-09-24 13:47:00","R_5r8E6L41JUIwOFT",0.52,"2","1",0,"1","0","0","0",0.516040833
"395","2024-09-24 14:22:00","R_72AnkSak9SlPdLQ",1.24,"2","2",0,"1","2","1","0",1.244904287
"439","2024-09-24 18:03:00","R_6n0jyO2nZD8u079",1.05,"2","3",1,"5","4","1","0",1.045046017
"416","2024-09-24 21:55:00","R_1EzZ5fK0Bm77gxk",0.28,"2","2",0,"4","2","1","0",0.284766263
"733","2024-09-25 06:57:00","R_3ZUdDqzHKGMtTfX",1.19,"5","2",0,"1","3","0","0",1.185373374
"353","2024-09-25 07:59:00","R_3KJ9650xIPJIpXm",0.37,"2","2",0,"1","1","0","0",0.368675364
"389","2024-09-25 08:42:00","R_7PiIbuLqOu4HFXW",0.34,"2","2",0,"1","0","0","0",0.336205812
"552","2024-09-26 15:13:00","R_5OKxJaxMvvonoeB",0.83,"2","2",0,"1","2","0","0",0.828622195
"316","2024-10-01 15:02:00","R_3bGepHzM7qBKh3P",0.42,"2","2",1,"1","1","0","0",0.417943396
"438","2024-10-02 07:14:00","R_3poCYoflcDklaks",0.96,"4","2",0,"1","0","0","0",0.95641735
"404","2024-10-13 11:59:00","R_3qeugVm6q1xnrOB",1.14,"3","2",0,"1","1","1","0",1.14073972
"417","2024-08-23 07:57:00","R_6KSAozcx13sGoiv",1.02,"2","2",1,"1","1","0","0",1.023592839
"447","2024-08-23 07:57:00","R_1JI3JQYsjvXQlAi",1.07,"3","1",1,"1","2","1","0",1.071657983
"495","2024-08-23 08:01:00","R_1Ryj9r5N21C6JR9",1.27,"6","1",1,"1","2","0","0",1.265373724
"631","2024-08-23 08:04:00","R_5KK2nbm7zhtq8s6",0.64,"2","2",1,"1","2","1","0",0.638511452
"483","2024-08-23 08:48:00","R_6QKuztf71F6hRUO",0.8,"3","2",1,"7","1","0","0",0.804352983
"422","2024-08-23 09:44:00","R_7JLUdMXeqwN3v1m",1.05,"2","2",1,"1","2","0","0",1.049848985
"457","2024-08-23 09:44:00","R_1BmJxaF0ejZctbT",0.32,"2","1",1,"7","3","1","0",0.315857539
"713","2024-08-23 09:51:00","R_1GHv74BDbEdJSzR",0.37,"2","2",1,"1","2","0","0",0.373382863
"477","2024-08-23 09:55:00","R_3H3IaeufYcGLktj",0.71,"5","2",1,"3","3","0","0",0.7097446
"449","2024-08-23 10:02:00","R_68kxD2rxyfwSg7L",1.1,"3","2",1,"1","3","1","0",1.0950587
"478","2024-08-23 10:47:00","R_6zBlJWdtXQMXO7L",1.19,"7","2",1,"3","4","1","0",1.1942512
"595","2024-08-23 11:23:00","R_6WUXsB7rBxISlax",1.04,"2","3",1,"1","1","0","0",1.036366668
"1594","2024-08-23 11:40:00","R_72fp0rWSDn1ebst",0.76,"2","2",1,"2","1","0","0",0.760335462
"370","2024-08-25 19:06:00","R_159z2xb978KX3SF",0.49,"2","1",1,"1","1","1","0",0.487240302
"383","2024-08-26 08:24:00","R_8Fv0kKy8VezuRNv",1.22,"2","2",1,"1","1","1","1",1.219514677
"427","2024-08-26 09:26:00","R_5cUsugUQMVw9UHs",0.56,"5","2",1,"6","2","0","0",0.555756955
"564","2024-08-26 11:13:00","R_71yNIwZkfBhANx2",0.44,"3","2",1,"1","2","1","0",0.438388126
"491","2024-08-26 14:56:00","R_3rpDp3crj7fn9qU",1.12,"5","2",1,"1","2","1","0",1.11874144
"501","2024-08-26 21:14:00","R_6hby8sgb9v3jPkI",1.01,"2","1",1,"1","3","1","0",1.00773032
"414","2024-08-27 08:39:00","R_6gZ8nwBCrFQuRmU",0.83,"3","1",1,"2","3","1","0",0.83030725
"341","2024-08-28 08:38:00","R_5awUYRQ9dp76Fq4",1.22,"2","2",1,"7","2","0","0",1.221246783
"5532","2024-08-28 12:03:00","R_7lYSBZkNvF4CHcN",1.38,"2","1",1,"1","1","1","0",1.382022248
"801","2024-09-05 07:33:00","R_1FFFKg91GUUDmzu",0.53,"3","1",1,"1","1","0","0",0.52888227
"421","2024-09-05 10:46:00","R_1diHpShEBNde1ql",1.09,"3","1",1,"5","3","1","0",1.090291079
"473","2024-09-11 13:36:00","R_5LMXVnsihJDYwxu",1.17,"4","1",1,"1","2","1","0",1.167251562
"614","2024-09-19 10:45:00","R_7t9yQNPE2I986k4",0.77,"4","2",1,"1","2","1","0",0.771139369
"393","2024-09-23 09:29:00","R_36aunhFOkSTqLlm",0.76,"3","1",1,"2","1","1","0",0.76456949
"2216","2024-09-23 10:01:00","R_5MrqR8JnitOS1a4",0.55,"2","2",1,"7","2","0","0",0.545035055
"353","2024-09-23 10:01:00","R_7laz2KzNihcOgMa",0.96,"2","2",1,"1","1","1","0",0.956274727
"443","2024-09-23 10:05:00","R_10dSdHlNrIN03hg",0.39,"2","2",1,"1","1","0","0",0.394961301
"3161","2024-09-23 10:19:00","R_1aCvT0xBaK1TKPL",1.45,"3","2",1,"2","2","0","0",1.446415886
"622","2024-09-23 10:37:00","R_1ps6UVnnVtyu1f4",1.01,"5","1",1,"1","2","0","0",1.007466436
"423","2024-09-23 10:40:00","R_660UHQizASbsYcF",1.04,"3","2",1,"2","1","0","0",1.043351522
"444","2024-09-23 10:58:00","R_5k0jNGbagXOZbY5",0.91,"2","1",1,"1","2","0","0",0.914646624
"493","2024-09-23 11:03:00","R_5eIX9POhAiGKtqR",0.47,"3","2",1,"2","3","1","0",0.465065582
"515","2024-09-23 11:25:00","R_15HqEOWVB96rvp6",0.98,"2","2",1,"1","2","1","0",0.980068901
"368","2024-09-23 11:55:00","R_7y1Px6gSZeIAbRX",1.05,"2","2",1,"1","1","1","0",1.051462258
"481","2024-09-23 11:57:00","R_7ltnygccBoUfBMH",1.12,"2","1",1,"1","2","1","0",1.115063249
"519","2024-09-23 14:11:00","R_7FgnJKdS4WlT0fN",0.9,"3","2",1,"1","3","1","0",0.904155049
"519","2024-09-23 14:57:00","R_1LdQOCD7xLuDj7p",1.18,"2","2",1,"1","1","1","0",1.180345217
"462","2024-09-23 15:42:00","R_6n8CUildPH8ykV7",1.14,"2","1",1,"1","2","1","0",1.138746642
"370","2024-09-23 16:35:00","R_6FOFpU8TpAJ6vZy",0.57,"3","2",1,"1","4","1","0",0.567171043
"306","2024-09-23 17:23:00","R_3Ua4heuXOT1PsZz",0.43,"2","2",1,"1","2","1","0",0.431138342
"1070","2024-09-23 18:35:00","R_5tsfiHtp3fjZuY7",0.16,"4","3",1,"1","2","1","0",0.156004749
"8571","2024-09-23 21:50:00","R_3geBtBEvxHZrMlT",0.57,"2","2",1,"1","0","0","0",0.569269635
"416","2024-09-24 07:27:00","R_5BVhRf6FvuQ5gdk",1.21,"3","2",1,"1","2","1","0",1.207150243
"595","2024-09-24 09:31:00","R_5G7dPiLUcNq9Mht",1.03,"3","2",1,"1","3","1","0",1.03382398
"373","2024-09-24 12:28:00","R_7UsMuAczSPmwQw1",0.53,"3","2",1,"1","2","0","0",0.526031765
"994","2024-09-25 09:02:00","R_7QJrw7bki9uBOHr",0.58,"3","1",1,"1","2","0","0",0.582300223
"413","2024-09-25 10:17:00","R_5S4wxXKPo5d9bVL",0.78,"2","1",1,"1","1","0","0",0.778895038
"800","2024-09-27 09:56:00","R_72rzeRzliL1NwWw",1.32,"3","2",1,"1","1","0","0",1.315660239
"483","2024-09-30 08:00:00","R_3oiLFomsfmKK1DI",1.17,"7","2",1,"2","3","1","0",1.167947061
